"id","prevExp","jobResp","training","research","gathering","engage","metrics","socialMedia","degree","security","position","newsroom","engageFreq","subregion","researchFreq"
351,"1,2,4","1:2,2:3,3:1,4:2,5:0,6:0,7:3,8:3,9:2,10:3,11:3,12:3,13:3,14:0,15:3,16:3,17:2,18:3,19:1,20:2,21:1,22:1,23:2,24:3,25:3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24","1,4,15","1,2,11,15,20","2,5,16","2,4,21","1:2,2:3,3:2,4:0,5:1,6:2,7:2,8:2,9:1,10:2,11:2,12:2","1","2,8","8",6,"1:3,2:2,3:0,4:1,5:3,6:0,7:0","East and Southeast Asia","1:2,2:2,3:0,4:2,5:3,6:1,7:1,8:1,9:2"
352,"1,2,3","1:1,2:1,3:2,4:0,6:3,7:2,8:2,9:2,10:2,11:2,12:2,13:1,14:1,15:1,16:3,17:3,18:3,19:1,20:2,21:2,22:1,23:1,24:3,25:1","1,2,3,4,6,7,9,10,11,13,14,19,20,23,24","1,4,14,15","1,2,3,4,5,7,9,10,11,12,14,16,17,18,20,21","2,16","1,7,8,10,15","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","6,8","8",6,"1:3,2:3,3:2,4:1,5:3,6:3,7:3","South Asia","1:3,2:3,3:2,4:3,5:3,6:3,7:3,8:3,9:2"
353,"1,2","1:3,2:3,3:3,4:0,5:1,6:1,7:1,8:2,9:2,10:1,11:2,12:2,13:0,14:0,15:1,16:1,17:1,18:0,19:0,20:0,21:0,22:0,23:0,24:1,25:1","2,6,19,23,24","1,2,4,15","1,2,7,9,18,20","2,11,13,16","22","1:3,2:3,3:3,4:2,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:3","null","6,8","8",1,"1:2,2:0,3:0,4:0,5:2,6:0,7:0","Sub-Saharan Africa","1:2,2:0,3:0,4:0,5:0,6:2,7:1,8:1,9:0"
354,"3,6","1:2,2:2,3:2,4:1,5:1,6:3,7:1,8:3,9:2,10:1,11:2,12:1,13:2,14:1,15:2,16:1,17:2,18:2,19:3,20:3,21:3,22:3,23:3,25:3","10,23,24","4,15","1,2,4,8,9,10,11,12,13,14,17,18,19,20,21","1,2,3,5,11,13,16","9","1:3,2:3,3:2,4:3,5:2,6:3,7:3,8:3,10:3,12:3","4","6,8","8",6,"1:3,2:2,3:2,4:2,5:2,6:2,7:3","Sub-Saharan Africa","1:2,2:2,3:2,4:2,6:1,7:3,8:2,9:3"
355,"2,3,4,5,6","1:3,2:3,3:3,4:3,5:3,6:1,7:1,8:2,9:1,10:1,11:3,12:3,13:1,14:0,15:2,16:1,17:1,18:3,19:0,20:0,21:0,22:0,23:2,24:1,25:1","11,16,21,23,24","1,2,9,15","1,2,9,10,18,19,20","2,4,12,16","1,2,3,4,5,6,16,18,19,20","1:1,2:1,3:1,4:2,5:1,6:3,7:2,8:1,9:3,10:3,11:3,12:2","1","6,8","7",6,"1:3,2:2,3:2,4:3,5:3,6:1,7:1","East and Southeast Asia","1:3,2:2,3:1,4:2,5:1,6:3,7:2,8:2,9:1"
355,"2,3,4,5,6","1:3,2:3,3:3,4:3,5:3,6:1,7:1,8:2,9:1,10:1,11:3,12:3,13:1,14:0,15:2,16:1,17:1,18:3,19:0,20:0,21:0,22:0,23:2,24:1,25:1","11,16,21,23,24","1,2,9,15","1,2,9,10,18,19,20","2,4,12,16","1,2,3,4,5,6,16,18,19,20","1:1,2:1,3:1,4:2,5:1,6:3,7:2,8:1,9:3,10:3,11:3,12:2","1","6,8","7",6,"1:3,2:2,3:2,4:3,5:3,6:1,7:1","South Asia","1:3,2:2,3:1,4:2,5:1,6:3,7:2,8:2,9:1"
356,"2","1:3,2:1,3:3,4:1,5:1,6:1,7:3,8:1,9:2,10:1,11:2,12:2,13:1,14:1,15:1,16:3,17:3,18:1,19:1,20:1,21:2,22:1,23:1,24:1,25:3","5,13,23,24","2,15","1,2,4,5,7,8,9,17","1,3,13,16","1","1:3,2:3,3:2,4:2,5:1,6:3,7:3,8:2,9:3,10:3,11:0,12:1","1","2,4,8","8",6,"1:3,2:2,3:2,4:1,5:3,6:3,7:1","Sub-Saharan Africa","1:3,2:2,3:2,4:1,5:1,6:3,7:2,8:1,9:1"
357,"3","1:2,2:2,3:1,4:1,5:1,6:3,7:2,8:3,9:2,10:1,11:2,12:3,13:2,14:0,15:0,16:3,17:3,18:2,19:2,20:2,21:2,22:2,23:1,24:1,25:3","1,2,4,6,10,11,23,24","4,5,10,15","1,2,3,5,7,8,9,12,14,15","2,8,12,16","4,5,16,17","1:3,2:3,3:3,4:1,5:3,6:3,7:3,8:2,9:3,10:2,11:2,12:2","3","8","4",1,"1:3,2:2,3:2,4:1,5:2,6:2,7:2","North America","1:3,2:3,3:3,4:2,5:2,6:2,7:3,8:3,9:2"
358,"3","1:3,4:3,7:1,8:2,9:1,10:1,11:2,12:1,13:2,16:2,17:1,18:2,20:3,21:1,22:0,25:1","1,10,12,21,23,24","1,7,9,15","3,10","1,2,4,7,11,16","22","1:3,2:1,3:1,4:2,6:2,7:3,8:2,9:2,10:2,11:2,12:2","3","6,8","8",6,"1:2,2:1,5:2,7:1","South Asia","1:2"
359,"2","1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:2,9:1,10:2,11:1,12:1,13:0,14:0,15:3,16:1,17:1,18:1,19:3,20:1,21:1,22:2,23:1,24:1,25:2","2,4,5,6,7,10,15,16,18,19,23,24","1,4,9,15","1,2,3,5,9,10,16,17,18,19,20","1,2,11,16","2,16,18,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","6,8","5",1,"1:3,2:3,3:3,4:3,5:3,6:2,7:3","Sub-Saharan Africa","1:3,2:3,3:3,4:2,5:2,6:3,7:2,8:3,9:1"
360,"1","1:2,2:2,3:3,4:3,5:0,6:0,7:1,8:2,9:2,10:2,11:2,12:2,13:2,14:0,15:2,16:2,17:2,18:2,19:1,20:1,21:1,22:1,23:2,24:2,25:2","1,2,4,23,24","4,15","1,2,3,5,9,10,18,21","1,2,13,16","4,6","1:2,2:2,3:2,4:2,5:2,6:3,7:2,8:2,9:3,10:3,11:2,12:3","4","6,8","5",1,"1:2,2:2,3:2,4:2,5:2,6:2,7:2","Sub-Saharan Africa","1:2,2:1,3:2,4:2,5:1,6:1,7:2,8:2,9:0"
363,"2","1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:2,15:3,16:2,17:2,18:3,19:2,20:2,21:2,22:2,23:2,24:2,25:3","1,23,24","1,14,15","1,2,3,17","13,16","1,23","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:2,9:2,10:3,11:3,12:3","1","4,8","8",4,"1:3,2:2,3:3,4:2,5:3,6:3,7:3","Sub-Saharan Africa","1:3,2:3,3:3,4:3,5:2,6:3,7:2,8:3,9:2"
364,"3","1:1,2:2,3:0,4:0,5:0,6:2,7:2,8:2,9:2,10:2,11:1,12:1,13:0,14:0,15:2,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:2","2,4,11,21,23,24","1,4,9,15","1,2,3,9,12,14,20","2,16","22","1:2,2:3,3:3,4:1,5:2,6:2,7:2,8:2,9:2,10:2,11:2,12:3","3","6,8","8",6,"1:2,2:2,3:0,4:0,5:0,6:0,7:3","South Asia","1:2,2:2,3:1,4:1,5:1,6:1,7:2,8:2,9:1"
365,"7","2:3,9:3","23,24","13,15","3,9,19,20","14,16","1","1:1,7:2,12:2","null","6,8","6",1,"1:2,2:3","null","3:3"
366,"2,3","1:0,2:3,4:0,5:0,6:0,7:0,8:1,9:0,10:0,11:0,12:0,13:0,14:0,15:2,16:0,18:1,19:1,20:1,21:1,22:1,23:1,24:2,25:2","4,5,6,7,8,9,13,16,19,23,24","1,15","1,2,5,12,20,21","2,13,16","4,6,7,9,12,18","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:2,10:2,11:2,12:2","1","6,8","4",6,"1:3,2:2,3:0,4:0,5:2,6:2,7:2","Sub-Saharan Africa","1:3,2:2,3:0,4:1,5:3,6:0,7:2,8:2,9:3"
367,"7","1:1,2:1,3:0,4:1,5:0,6:0,7:0,8:0,9:1,10:0,11:1,12:1,13:0,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","2,4,5,8,17,18,23,24","1,2,4,5,9,15","1,2,3","2,16","2","1:2,2:2,3:2,4:1,5:2,6:1,7:1,8:0,9:0,10:0,11:0,12:0","4","6,8","8",6,"1:3,2:3,3:0,4:0,5:2,6:0,7:0","South Asia","1:2,2:2,3:1,4:1,5:2,6:3,7:0,8:1,9:0"
368,"1,3","1:1,2:0,3:2,4:2,5:0,6:0,7:0,8:3,9:2,10:2,11:2,12:2,13:1,14:0,15:1,16:2,17:2,18:2,19:2,20:0,21:0,22:1,23:2,24:1,25:1","23,24","15","null","16","null","null","4","8","5",1,"null","null","null"
369,"3,4,6","1:3,2:2,3:2,4:2,5:1,6:3,7:3,8:2,9:2,10:2,11:2,12:2,13:3,14:0,15:2,16:3,17:3,18:0,19:0,20:0,21:3,22:3,23:2,24:2,25:2","23,24","1,2,4,15","1,2,5,7,9,10,12,17,20,21","1,2,5,16","null","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","8","7",1,"1:3,2:3,3:2,4:2,5:2,6:1,7:1","null","1:3,2:3,3:2,4:3,5:3,6:3,7:1,8:3,9:3"
370,"7","1:3,2:1,3:3,4:0,5:1,6:1,7:2,8:1,9:1,10:0,11:2,12:2,13:0,14:0,15:0,16:3,17:3,18:3,19:0,20:1,21:1,22:0,23:0,24:1,25:3","1,3,5,23,24","1,2,4,15","1,2,3,9,10,12,20","1,2,4,16","1,2,4,7,19,21","1:3,2:2,3:3,4:1,5:3,6:3,7:2,8:2,9:1,10:3,11:1,12:1","1","6,8","8",1,"1:0,2:0,3:1,5:2,6:0,7:2","Sub-Saharan Africa","1:3,2:2,3:2,4:1,5:0,7:1,8:2"
371,"2","1:2,2:3,3:0,4:0,5:0,6:0,7:0,8:1,9:1,10:1,11:1,12:2,13:0,14:0,15:2,16:2,17:1,18:0,19:0,20:1,21:1,22:1,23:2,24:2,25:2","1,3,5,23,24","13,15","1,2,5,12,19,20","2,13,16","2,4,18","1:3,2:3,3:3,4:3,5:2,6:2,7:3,8:3,9:3,10:2,11:1,12:3","3","6,8","8",1,"1:3,2:3,3:1,4:0,5:0,6:0,7:0","Sub-Saharan Africa","2:2,3:1,4:0,5:0,6:1,7:1,8:1,9:0"
372,"4,5","1:3,2:3,3:2,4:1,5:1,6:0,7:1,8:3,9:3,10:3,11:3,12:3,13:3,14:0,15:3,16:3,17:3,18:1,19:3,20:2,21:3,22:3,23:3,24:3,25:1","1,2,4,23,24","1,4,11,15","1,2,10,17,18,20","2,11,13,16","2,4,5,7,18,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:2,11:3,12:2","1","6,8","5",1,"1:2,2:3,3:2,4:2,5:3,6:1,7:1","South Asia","1:3,2:3,3:2,4:2,5:1,6:3,7:2,8:2,9:1"
373,"2,3,5,6","null","23,24","15","null","16","null","null","3","8","5",1,"null","null","null"
374,"6","1:2,2:2,3:2,4:3,5:0,6:0,7:3,8:1,9:2,10:3,11:3,12:2,13:3,14:0,15:3,16:3,17:3,18:0,19:0,20:2,21:1,22:1,23:1,24:1,25:3","2,3,4,23,24","1,4,15","1,2,11,17,18,20,21","2,11,13,16","4","1:1,2:1,3:2,4:0,5:3,6:3,7:2,8:1,9:3,10:2,11:3,12:3","1","6,8","8",1,"1:2,2:3,4:3,5:2,6:1,7:1","Sub-Saharan Africa","1:2,2:2,3:1,4:1,5:0,6:3,7:2,8:2,9:0"
375,"1,2","1:3,2:2,3:3,4:0,5:0,6:2,7:2,8:0,9:0,10:0,11:2,12:3,13:1,14:0,15:0,16:3,17:2,18:0,19:0,20:0,21:0,22:0,23:2,24:0,25:3","23,24","1,2,4,15","1,2,9,17,20","2,11,13,16","null","1:3,2:3,4:1,5:2,6:3,7:3,8:3,9:3,10:3,11:2,12:2","1","8","5",1,"1:3,2:3,3:1,4:1,5:3,6:2,7:2","null","1:3,2:2,3:2,4:2,5:2,6:2,7:2,8:2,9:2"
376,"1","null","23,24","15","null","16","null","null","null","8","5",4,"null","null","null"
377,"1","1:2,3:3,9:1,11:1,18:0,21:1,22:0","2,23,24","1,2,4,15","1,7,12,17,20","9,12,13,16","1,4,22","1:3,2:3,3:3,4:2,5:2,6:3,7:3,12:3","1","6,8","8",6,"1:1,3:1,4:1,7:1","South Asia","1:1,4:1"
378,"6","1:3,2:2,3:3,4:3,5:1,6:2,7:3,8:3,9:3,10:2,11:3,12:3,13:2,14:2,15:2,16:2,17:2,18:3,19:2,20:3,21:3,22:3,23:3,24:2,25:1","2,4,16,23,24","1,2,7,15","1,2,9,10,14,16,17,18,20,21","7,12,13,16","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","4","6,8","7",1,"1:3,2:3,3:2,4:3,5:3,6:2,7:2","South Asia","1:1,2:1,3:1,4:1,5:1,6:3,7:2,8:2,9:1"
379,"1,3,5","1:3,2:0,3:0,4:0,5:2,6:2,7:0,8:3,9:0,10:0,11:1,12:3,13:0,14:0,15:0,16:2,17:3,18:0,19:2,20:0,21:2,22:2,23:2,25:3","1,2,5,14,19,23,24","4,9,15","2,7,8,9,19,20","2,3,12,13,16","22","1:3,2:3,3:3,4:3,5:2,6:3,8:1,9:1,10:3,11:3,12:3","1,4","6,8","8",1,"1:2,2:3,3:3,4:0,5:0,6:0,7:3","Europe","1:2,2:3,3:3,4:1,5:0,6:0,7:0,8:3,9:0"
380,"1","1:3,2:3,3:3,4:3,5:1,6:3,7:3,8:3,10:3,11:3,12:3,13:3,14:1,15:3,16:3,17:3,18:3,19:1,20:3,21:3,22:3,23:3,24:3,25:3","1,2,19,23,24","1,2,4,15","1,2,3,4,5,9,10,11,12,13,14,15,16,17,18,19,20,21","1,2,5,16","2,6,7,8,9,10,11,14,15,16,17,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","3","3,8","7",3,"1:3,2:3,3:1,4:3,5:3,6:3,7:3","Sub-Saharan Africa","1:3,2:3,3:1,4:3,5:3,6:3,7:3,8:3,9:3"
381,"1,3,4","1:3,2:2,3:0,4:3,5:0,6:2,7:3,8:3,9:0,10:2,11:3,12:3,13:0,14:0,15:0,16:2,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","4,15,16,23,24","4,9,15","1,2,5,8,9,10,13,18,19","1,2,16","7,8,12,16","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1,3,4","2,8","8",4,"1:2,2:2,3:2,4:2,5:0,6:0,7:0","North America","1:3,2:3,3:2,4:3,5:1,6:2,7:2,8:2,9:1"
383,"1,6","1:2,2:1,3:0,4:0,5:0,6:1,7:0,8:1,9:2,10:1,11:1,12:1,13:0,14:0,15:1,16:2,17:1,18:1,19:0,20:0,21:1,22:0,23:0,24:0,25:2","23,24","1,15","1,2,9,12","2,16","8","1:3,2:3,3:3,4:1,5:2,6:2,7:3,8:2,9:3,10:3,11:2,12:3","2","6,8","8",1,"1:3,2:3,3:1,4:0,5:1,7:3","null","1:3,2:3,3:3,4:3,6:2,7:1,8:2"
384,"1,3","1:2,2:1,3:1,4:1,5:1,6:1,7:0,8:1,9:1,10:1,11:1,12:2,13:0,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","1,2,4,5,6,7,9,10,13,15,23,24","13,15","1,2,8,9,10,20","14,16","22","1:1,2:3,3:3,4:3,5:3,6:3,7:3,8:2,9:3,10:1,11:0,12:3","3","8","4",6,"1:1,2:1,3:1,4:1,5:1,6:1,7:1","South Asia","1:3,2:3,3:3,4:3,5:3,6:1,7:2,8:3,9:1"
385,"1,3,5","1:1,2:2,3:0,4:0,5:0,6:1,7:1,8:3,9:2,10:0,11:3,12:3,13:0,14:0,15:3,16:3,17:3,18:0,19:0,20:2,21:2,22:2,23:2,24:0,25:3","21,23,24","1,2,3,4,5,6,9,12,15","1,2,4,5,9,10,11,12,17,18,20","1,2,7,11,12,13,16","22","1:3,2:3,3:3,4:2,5:3,6:2,7:3,8:3,9:3,10:1,11:1,12:3","1","6,8","8",6,"1:3,2:3,3:3,4:3,5:3,6:2,7:2","South Asia","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3"
386,"3,5","1:3,2:3,3:0,4:0,5:0,6:3,7:3,8:3,9:3,10:2,11:3,12:3,13:0,14:0,15:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","1,4,16,23,24","1,4,15","1,2,3,12,20","2,7,16","1","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:2,11:0,12:3","null","6,8","6",1,"1:3,3:0,4:0,5:3,6:0,7:2","Sub-Saharan Africa","1:3,2:3,3:0,4:0,5:0,6:3,7:0,8:3,9:0"
387,"1,3,5","1:2,2:0,3:1,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:2,13:2,14:0,15:0,16:3,17:3,18:0,19:3,20:0,21:0,22:0,23:0,24:0,25:0","4,6,16,23,24","2,9,12,15","1,2,8,9,10,17,20,21","1,2,13,16","4,6,7,8,16,17,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:0,11:1,12:2","1","6,8","6",4,"1:3,2:3,3:0,4:2,5:0,6:1,7:1","Europe","1:3,2:3,3:1,4:2,5:1,6:1,7:2,8:2,9:0"
388,"1,2,3,5,6","1:3,2:3,3:0,4:1,5:0,6:0,7:2,8:3,9:1,10:1,11:3,12:3,13:3,14:0,15:1,16:3,17:3,18:3,19:2,20:2,21:1,22:2,23:2,24:1,25:2","1,2,4,5,6,7,11,15,16,23,24","4,5,15","1,2,5,11,12,13,17,18,19,20,21","2,11,13,16","1,2,3,4,5,9,10","1:3,2:3,3:3,6:3,8:3,9:2,10:0,11:0,12:3","4","6,8","5",4,"1:3,2:3,3:2,4:0,5:0,6:0,7:0","Europe","1:3,2:3,4:2,5:2,6:3,7:1,8:1,9:1"
389,"7","1:2,2:0,3:0,4:0,5:0,6:1,7:0,8:2,9:0,10:0,11:1,12:2,13:0,14:0,15:2,16:0,17:0,18:3,19:3,20:1,21:0,22:0,23:0,24:0,25:0","2,15,16,17,23,24","9,15","3,9,12,17","12,13,16","2,4,5,16,17","1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0","1,4","6,8","5",1,"1:2,2:2,3:0,4:0,5:0,6:0,7:0","South Asia","1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:0"
391,"1,2,3","1:2,2:2,3:2,4:2,5:1,6:2,7:1,8:1,9:1,10:2,11:2,12:3,13:2,14:0,15:2,16:3,17:3,18:2,19:2,20:2,21:2,22:2,23:1,24:1,25:2","1,2,4,10,15,16,17,19,23,24","1,4,9,15","1,2,4,5,7,9,10,11,12,14,15,18,19,21","1,2,4,5,7,11,12,16","1,4,7,16,17,21","1:3,2:3,3:2,4:2,5:2,6:3,7:2,8:3,9:2,10:2,11:2,12:2","3,4","4,8","6",1,"1:3,2:3,3:1,4:3,5:3,6:2,7:2","North America","1:3,2:3,3:1,4:3,5:2,6:3,7:2,8:2,9:3"
392,"7","1:1,2:3,3:0,4:0,5:0,6:0,7:0,8:1,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:1,17:1,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","6,16,23,24","2,15","1,2,5,9,20","2,16","1,2,3,21","1:2,2:3,3:3,4:3,5:3,6:2,7:2,8:1,9:2,10:2,11:2,12:2","1,4","6,8","8",1,"1:2,2:2,3:1,4:0,5:0,6:0,7:0","North America","1:2,2:1,3:1,4:1,5:1,6:0,7:0,8:0,9:0"
393,"1,2,3","1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:2,9:2,10:3,11:3,12:3,13:3,14:1,15:3,16:3,17:3,18:3,19:3,20:3,21:2,22:2,23:3,24:3,25:3","1,11,19,23,24","1,4,6,9,15","1,2,3,5,9,10,13,17,18,20","1,2,3,4,11,12,13,16","1,2,3,4,5,6,7,8,9,10,11,12,15,16,17,18,19,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","8","10",4,"1:3,2:3,3:3,4:3,5:3,6:3,7:3","Sub-Saharan Africa","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:2"
394,"1,2,4,5,6","1:3,2:2,3:2,4:2,5:2,6:2,7:2,8:3,9:3,10:3,11:3,12:3,13:1,14:1,15:2,16:2,17:2,18:1,19:0,20:0,21:0,22:0,23:0,24:0,25:0","2,4,6,23,24","1,3,4,7,15","1,2,3,5,9,11,12,16,17,18,20,21","1,2,5,9,12,13,16","1,2,7,8,9,15,18,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","8","8",1,"1:3,2:3,3:1,4:2,5:2,6:1,7:2","South Asia","1:3,2:3,3:2,4:3,5:2,6:3,7:1,8:1,9:1"
395,"1,3,5,6","1:3,2:1,3:1,4:1,5:1,6:1,7:1,8:2,9:3,10:2,11:2,12:2,13:1,14:0,15:1,16:3,17:3,18:1,19:2,20:2,21:2,22:2,23:1,24:1,25:3","1,2,4,5,6,7,8,9,12,13,14,15,16,17,18,19,20,23,24","2,9,15","1,2,8,15,17,20","2,3,8,12,13,16","1,2,4,6,7,21","1:2,2:3,3:1,4:0,5:2,6:3,7:2,8:1,9:2,10:2,11:2,12:2","3","8","8",1,"1:3,2:3,3:2,4:0,5:0,6:1,7:1","North America","1:2,2:2,3:2,4:0,5:0,6:0,7:1,8:1,9:2"
396,"3","1:3,2:3,4:2,6:3,8:2,9:2,11:3,12:3,15:2,16:3,17:3,18:2,19:2","6,7,15,16,23,24","1,4,9,15","1,2,3,5,9,12,13,16,19,20,21","2,3,9,10,12,13,16","1,2,3,4,5,6,7,8,9,16,17,18","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:2,9:2,10:3,11:3,12:2","1","2,4,8","7",1,"1:3,2:3,3:2,5:3,6:2,7:3","Sub-Saharan Africa","1:3,2:3,3:2,4:3,5:2,7:2,8:3"
397,"1,4","1:2,2:2,3:2,4:3,5:1,6:1,7:0,8:0,9:3,10:3,11:2,12:3,13:0,14:0,15:2,16:3,17:3,18:2,19:2,20:1,21:2,22:2,23:2,24:2,25:3","4,5,15,16,23,24","1,4,9,15","1,8,9,10,12,14,17,18,20,21","2,4,7,16","1,2,3,4,6,7,8,9,11,12,16,17,19,21","1:0,2:1,3:2,4:2,5:2,6:3,7:3,8:2,9:1,10:2,11:2,12:2","1","6,8","1",4,"1:3,2:2,3:2,4:2,5:3,6:1,7:2","South Asia","1:2,2:1,3:2,4:2,5:1,6:3,7:1,8:2,9:0"
398,"7","1:2,2:2,3:2,4:0,5:2,6:1,7:0,8:2,9:2,10:2,11:2,12:2,13:1,14:1,15:2,16:2,17:2,18:0,19:0,20:1,21:0,22:0,23:0,24:0,25:1","1,2,4,14,15,19,23,24","1,4,15","1,2,5,8,9,14,17","1,2,8,16","22","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1,4","6,8","8",1,"1:3,2:3,3:2,4:2,5:1,6:2,7:2","South Asia","1:3,2:3,3:3,4:3,5:1,6:3,7:2,8:2,9:3"
399,"3","1:3,2:3,3:0,4:2,5:0,6:3,7:0,8:1,9:1,10:1,11:3,12:3,13:1,14:1,15:1,16:3,17:3,18:2,19:0,20:0,21:0,22:0,23:2,24:1,25:2","23,24","4,9,12,15","1,2,9,10,12,13,14,15,17,19,20","1,2,3,4,12,13,16","null","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:2,11:2,12:3","4","7,8","5",4,"1:3,2:3,3:2,4:3,5:1,6:1,7:1","null","1:3,2:3,3:2,4:3,5:1,6:2,7:2,8:3,9:3"
400,"1,5","1:3,3:2,5:3,9:2,12:3,16:2","2,5,8,14,15,23,24","1,2,15","1,2,3,4,7,8,12,19,20","2,9,12,13,16","2,5,7","1:3,2:3,3:2,4:2,6:2,11:3,12:2","1","2,8","3",4,"1:3,5:3,7:2","Sub-Saharan Africa","1:3,3:2,6:3"
401,"3","1:2,2:3,3:3,4:3,5:1,6:1,7:1,8:0,9:0,10:0,11:2,12:3,13:3,14:0,15:3,16:3,17:3,18:2,19:0,20:3,21:3,22:1,23:2,24:3,25:3","1,2,4,23,24","1,2,15","1,2,3,10,20,21","2,16","22","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:1,12:2","1","6,8","5",6,"1:3,2:1,3:3,4:3,5:3,6:1,7:2","Sub-Saharan Africa","1:3,2:2,3:3,4:3,5:1,6:3,7:1,8:1,9:1"
402,"3","1:1,2:0,3:0,4:0,5:1,6:2,7:0,8:0,9:2,10:0,11:2,12:2,13:0,14:0,15:0,16:3,17:3,18:0,19:0,20:0,21:0,22:0,24:0,25:0","4,5,8,23,24","4,15","1,2,3,7,8,9,12,15,20,21","1,2,3,8,13,16","1,7,9,21","1:3,2:3,3:3,4:2,5:2,6:2,7:3,8:1,9:1,10:2,11:2,12:3","3","6,8","7",6,"1:3,2:3,3:2,4:0,5:0,6:3,7:3","Sub-Saharan Africa","1:3,2:3,3:3,4:1,5:1,6:0,7:2,8:3,9:3"
403,"7","1:1,2:1,3:1,4:1,5:1,6:2,7:2,8:2,9:2,10:1,11:2,12:2,13:3,15:2,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","2,4,17,23,24","1,4,6,15","1,2,8,10,12,18,20","1,2,4,5,16","2,7,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","3,8","8",1,"1:3,2:3,3:2,4:2,5:3,6:1,7:2","South Asia","1:2,2:2,3:1,4:1,5:1,6:3,7:2,8:2"
404,"2,3","null","23,24","15","null","16","null","null","1,4","8","7",1,"null","null","null"
406,"1,3,4","1:3,2:3,3:2,4:1,5:3,6:3,7:0,8:1,9:0,10:2,11:1,12:1,13:0,14:0,15:2,16:3,17:3,18:3,19:3,20:1,21:3,22:3,23:1,24:3,25:1","1,2,5,23,24","4,15","2,12,16,20","2,12,16","1,2,3,4,5,6,7,8,9,16,17,18","1:3,2:3,3:3,4:3,5:3,6:3,7:3,9:3,10:3,11:3,12:3","1","6,8","6",4,"1:3,2:3,3:0,4:2,5:0,6:0","Sub-Saharan Africa","1:3,2:3,3:1,4:2,5:0,6:0,7:0,8:2,9:2"
407,"1,2","1:2,2:2,3:3,4:1,5:2,6:1,7:1,8:2,9:2,10:2,11:3,12:1,13:1,14:0,16:3,17:3,18:0,19:0,20:2,21:1,22:1,23:1,24:1,25:3","1,2,5,23,24","1,2,4,15","1,2,3,7,8,9,10,17,19,20","1,2,9,16","1,7,21","1:3,2:3,3:2,4:2,5:3,6:3,7:3,8:2,9:3,10:3,11:3,12:3","3","2,4,8","3",6,"1:3,2:1,3:3,4:3,5:3,6:1,7:1","Sub-Saharan Africa","1:3,2:3,3:3,4:2,5:1,6:2,7:2,8:2,9:1"
