"id","prevExp","jobResp","training","research","gathering","engage","metrics","socialMedia","degree","security","position","newsroom","researchFreq","engageFreq","subregion"
532,"2,3,4,6","1:2,2:1,3:1,4:1,5:1,6:1,7:2,8:3,9:3,10:2,11:2,12:2,13:1,14:0,15:2,16:1,17:1,18:0,19:1,20:1,21:3,22:2,23:1,24:2,25:2","4,11,15,20,23,24","14,15","1,2,7,9,11,14,15,17,18,20,21","2,13,16","2,6,21,23","1:2,2:3,3:2,4:2,5:2,6:3,7:2,8:3,9:3,10:2,11:1,12:3","3","6,8","8",1,"1:2,2:2,3:3,4:1,5:1,6:2,7:2,8:2","1:2,2:3,3:2,4:0,5:1,6:2,7:2","North America"
533,"1,2,6","1:3,2:2,3:3,4:3,5:2,6:1,7:3,8:3,9:3,10:2,11:3,12:2,13:3,14:2,15:2,16:2,17:1,18:1,19:0,20:3,21:2,22:2,23:3,24:3,25:3","2,4,5,23,24","1,4,9,15","3,9,10,14,17,18,20","2,7,13,16","22","1:2,2:2,3:2,4:1,5:2,6:2,7:2,8:2,9:3,10:2,11:2,12:2","4","4,8","8",1,"1:2,2:2,3:1,4:2,5:1,6:3,7:1,8:2","1:2,2:2,3:1,4:2,5:3,6:2,7:2","South Asia"
535,"1,2,3,5,6","1:3,2:3,3:2,4:2,5:2,6:2,7:3,8:3,9:3,10:2,11:3,12:3,13:2,14:2,15:3,16:3,17:3,18:2,19:3,20:3,21:3,22:3,23:3,24:3,25:3","2,5,7,23,24","1,4,9,15","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21","1,2,12,16","1,2,4,6,7,8,9,10,14,16,17,20,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:2,11:2,12:3","null","2,8","6",4,"1:3,2:3,3:2,4:3,5:3,6:2,7:2,8:2","1:3,2:3,3:2,4:2,5:2,6:1,7:2","East and Southeast Asia"
536,"7","2:3,12:3,16:3,17:3,18:3,24:3","1,8,14,23,24","15","1,2,9","2,16","22","1:2,2:3,3:2,4:2,5:3,6:3,7:3,9:2","1","6,8","8",4,"1:3,2:2,6:2,8:2","1:2,2:2","Sub-Saharan Africa"
539,"7","1:3,2:1,3:1,4:1,5:0,6:0,7:1,8:2,9:2,10:1,11:3,12:3,13:2,14:1,15:1,16:3,17:2,18:2,19:1,20:2,21:2,22:2,23:2,24:2,25:2","1,2,4,6,23,24","1,2,4,15","1,2,3,9,10,11,14,15,18,20","2,13,16","22","1:3,2:3,3:3,4:2,5:2,6:2,7:3,8:3,9:2,10:1,11:2,12:3","1,4","6,8","8",6,"1:3,2:3,3:3,4:2,5:2,6:3,7:2,8:2","1:2,2:2,3:0,4:0,5:2,6:0,7:0","Europe"
541,"1,3","1:3,2:3,3:1,4:3,5:1,6:3,7:2,8:2,9:2,10:2,11:3,12:3,13:3,14:2,15:2,16:3,17:3,18:2,19:2,20:2,21:3,22:3,23:1,24:1,25:3","16,17,19,23,24","1,4,15","1,2,8,9,10,11,12,21","1,2,9,16","4,6,7,8","1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3,9:3,10:2,11:2,12:2","null","6,8","4",4,"1:3,2:3,3:2,4:3,5:1,6:2,7:3,8:3","1:3,2:3,3:0,4:2,5:2,6:2,7:3","Eurasia / Former USSR"
542,"1","1:3,2:3,3:3,4:3,5:3,6:3,7:1,8:2,9:1,10:3,11:3,12:3,13:2,14:2,15:3,16:3,17:3,18:3,19:3,20:3,21:2,22:2,23:3,24:3,25:3","2,7,16,23,24","3,4,12,15","1,7,10,14,17,20","2,6,13,16","2,5,9,21","1:3,2:3,3:3,4:1,5:2,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","2,8","5",4,"1:2,2:1,3:2,4:3,5:2,6:2,7:2,8:3","1:3,2:3,3:2,4:3,5:2,6:1,7:1","Sub-Saharan Africa"
545,"7","1:3,2:3,3:3,4:3,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:2,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,23:0,24:0,25:0","1,2,5,23,24","3,6,14,15","1","14,16","22","1:2,2:3,3:1,4:0,5:2,6:0,7:0,8:0,9:0,10:0,11:0,12:2","1","6,8","8",6,"1:2,2:0,3:0,4:0,5:0,6:0,7:0,8:0","1:0,2:0,3:0,4:0,5:0,6:0,7:0","Sub-Saharan Africa"
546,"1,2,3","1:3,2:3,3:2,4:2,5:2,6:2,7:2,8:3,9:2,10:2,11:3,12:2,13:1,15:1,16:3,17:3,18:1,20:2,21:2,22:2,23:1,24:1,25:3","1,4,5,23,24","1,4,15","1,2,3,5,8,9,10,11,14,16,17","1,2,9,13,16","1,4,6,7,8,15,16,18,19","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:2,9:2,10:2,11:3,12:3","1","8","7",1,"1:3,2:2,3:2,4:2,5:1,6:3,7:2,8:2","1:3,2:2,3:1,4:2,5:3,6:2,7:1","Europe"
548,"7","1:3,2:3,3:1,4:1,5:1,6:3,7:1,8:1,9:1,10:0,11:1,12:1,13:0,14:0,15:3,16:3,17:3,18:1,19:1,20:0,21:1,22:2,23:1,24:0,25:3","4,6,7,9,10,23,24","3,4,14,15","2,7,8,9,10,12,19,20","2,3,7,13,15,16","2,6,7","1:2,2:2,3:2,4:1,5:2,6:3,8:2,9:2,10:3,11:3,12:3","3","6,8","4",4,"1:2,2:2,3:3,4:2,5:1,6:0,7:1,8:2","1:3,2:3,3:3,4:2,5:0,6:3,7:3","North America"
549,"1,4","1:3,2:2,3:3,4:3,5:2,6:1,7:3,8:3,9:3,10:3,11:2,12:2,13:3,14:3,15:3,16:2,17:3,18:1,19:2,20:3,21:2,22:1,23:2,24:2,25:2","1,2,23,24","1,5,15","1,2,5,10,14","1,2,6,16","22","1:3,2:3,3:2,4:2,5:3,6:2,7:3,8:2,9:1,10:1,11:2,12:3","4","3,4,8","1",4,"1:3,2:3,3:2,4:2,5:2,6:3,7:2,8:1","1:3,2:3,3:2,4:3,5:3,6:1,7:1","South Asia"
554,"1,2,3,5,6,7","1:3,2:2,3:0,4:0,5:0,6:2,7:0,8:3,9:3,10:3,11:3,12:3,13:2,14:0,15:3,16:3,17:3,18:3,19:3,20:2,21:3,22:3,23:1,24:2,25:3","11,16,18,23,24","1,4,5,6,9,11,12,15","1,2,5,11,12,13,15,18,20,21","2,12,16","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21","1:2,2:3,3:2,4:2,5:2,6:3,7:3,8:2,9:3,10:3,11:2,12:3","1","7,8","7",2,"1:3,2:3,3:2,4:1,5:1,6:3,7:1,8:2","1:3,2:3,3:2,4:1,5:2,6:1,7:2","North America"
555,"1,2,3,5","1:3,2:3,3:3,4:2,5:2,6:1,7:3,8:3,9:2,10:1,11:3,12:3,13:1,14:0,15:1,16:3,17:3,18:1,19:1,20:2,21:2,22:2,23:3,24:2,25:3","4,11,15,16,19,21,23,24","4,5,14,15","1,2,3,4,5,7,8,9,10,11,12,14,15,16,17,18,20","2,5,13,16","2,4,5,6,7,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","3","8","8",1,"1:3,2:3,3:3,4:2,5:2,6:1,7:2,8:2","1:3,2:3,3:2,4:2,5:2,6:2,7:2","North America"
557,"7","1:1,2:2,3:1,4:2,5:1,6:2,7:0,8:1,9:2,10:2,11:1,12:2,13:0,14:0,15:1,16:0,17:0,18:0,19:0,20:0,21:1,22:1,23:0,24:3,25:0","4,7,23,24","1,4,9,15","1,2,3,7,8,9,10,11,12,13,14,16,17,18,19,20,21","2,16","22","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:1,11:1,12:3","3","2,4,8","8",6,"1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3","1:2,2:2,3:2,4:0,5:3,6:1,7:1","East and Southeast Asia"
559,"2","1:2,2:0,3:3,4:3,5:0,6:0,7:3,8:2,9:1,10:1,11:2,12:1,13:2,14:1,15:1,16:1,17:1,18:0,19:0,20:1,21:0,22:0,23:1,24:0,25:2","3,8,9,12,14,21,23,24","4,15","3,8,9,17","2,16","22","1:3,2:3,3:3,4:1,5:3,6:2,7:3,8:2,9:1,10:2,11:2,12:2","3","6,7,8","6",6,"1:2,2:1,3:1,4:0,5:0,6:2,7:1,8:1","1:2,2:2,3:1,4:1,5:3,6:1,7:1","Sub-Saharan Africa"
560,"1,3,5","1:3,2:2,3:0,4:1,5:0,6:1,7:1,8:3,9:1,10:0,11:3,12:2,13:0,14:0,15:0,16:2,17:2,18:0,19:1,20:1,21:1,22:1,23:0,24:0,25:1","1,2,4,5,6,7,8,9,10,15,19,23,24","1,4,14,15","1,2,7,8,9,10,11,15,17,18,19,20,21","2,12,16","null","1:1,2:3,3:2,4:0,5:3,6:1,7:2,8:1,9:2,10:1,11:0,12:3","1","4,8","8",2,"1:2,2:2,3:1,4:1,5:0,6:3,7:1,8:1","1:2,2:2,3:1,4:0,5:1,6:0,7:0","North America"
562,"7","1:1,2:1,3:3,4:3,5:0,6:0,7:0,8:3,9:3,10:3,11:1,12:1,13:3,14:3,15:3,16:3,17:3,18:3,19:0,20:3,21:3,22:3,23:0,24:0,25:2","1,2,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19,20,23,24","1,4,15","1,2,3,4,5,10,11,14,20,21","1,2,4,12,13,16","21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","4","8","1",1,"1:3,2:3,3:3,4:3,5:0,6:3,7:0,8:0","1:3,2:3,3:3,4:3,5:3,6:3,7:3","South Asia"
563,"1,2,5,6","1:2,2:3,3:2,4:2,5:2,6:2,7:3,8:3,9:3,10:2,11:3,12:3,13:2,14:2,15:2,16:3,17:3,18:3,19:2,20:2,21:3,22:3,23:2,24:2,25:3","1,5,21,23,24","1,15","1,2,3,5,11,12,16,17,19,20,21","2,12,13,16","1,9,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1,2,3,4","2,8","8",6,"1:3,2:3,3:2,4:2,5:2,6:3,8:3","1:3,2:3,3:3,4:3,5:3,6:3,7:3","South Asia"
566,"2,3,4","1:3,2:3,3:3,4:3,5:2,6:2,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:0,15:2,16:3,17:3,18:2,19:2,20:2,21:3,22:3,23:2,24:2,25:3","1,4,5,23,24","1,4,9,15","1,2,5,11,14,18,21","2,5,11,16","1,2,6,7,8,9,10,15,16,17,18,19,20,21","1:2,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","3","6,8","7",1,"1:3,2:3,3:1,4:3,5:3,6:3,7:2,8:3","1:3,2:3,3:2,4:3,5:3,6:2,7:2","South Asia"
567,"1,2,3,4","1:3,2:2,3:0,4:1,5:0,6:0,7:2,8:3,9:3,10:2,11:1,12:0,13:0,14:0,15:2,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:2","1,4,18,23,24","1,4,9,15","1,2,9,10,11,18,20,21","2,11,13,16","21","1:3,2:3,3:2,4:1,5:2,6:1,7:3,8:2,9:1,10:1,11:1,12:3","3","2,8","6",1,"1:2,2:3,4:2,6:3","1:1,2:3,5:1","East and Southeast Asia"
569,"5","1:3,2:2,3:3,4:3,5:2,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:2,15:3,16:3,17:3,18:3,19:2,20:3,21:3,22:3,23:3,24:3,25:2","1,2,6,8,14,23,24","1,4,9,15","9","2,5,11,16","1,2,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","7,8","5",1,"1:3,2:3,3:1,4:2,5:2,6:3,7:2,8:3","1:3,2:3,3:2,4:3,5:3,6:2,7:3","South Asia"
573,"1,2,3","1:3,2:3,3:3,4:1,5:1,6:1,7:2,8:2,9:2,10:1,12:3,13:2,14:2,15:2,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:1,25:1","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24","1,2,3,15","1,2,3,7,8,9,11,12,14,15,17,19,20","2,4,13,16","1","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","3,8","8",1,"1:3,2:3,3:1,4:3,5:1,6:3,7:3,8:3","1:3,2:3,3:3,4:3,5:3,6:3,7:3","Sub-Saharan Africa"
574,"1,3,6","1:2,2:2,3:1,4:1,5:0,6:0,7:0,8:3,9:3,10:2,11:2,12:2,13:0,14:0,15:1,16:3,17:2,18:0,19:0,20:0,21:1,22:1,23:1,24:2,25:2","7,8,18,23,24","2,4,6,15","1,2,9,11,12,15,17,20,21","2,8,16","2,4,6,7,8","1:3,2:3,3:2,4:1,5:3,6:2,7:3,8:2,9:2,10:2,11:2,12:2","1","1,2,8","8",1,"1:3,2:3,3:1,4:2,5:1,6:1,7:1,8:1","1:3,2:3,3:2,4:3,5:1,6:1,7:1","Sub-Saharan Africa"
576,"7","1:0,2:3,3:0,4:0,5:0,6:0,7:0,8:0,9:1,10:0,11:1,12:1,13:0,14:0,15:0,16:1,17:1,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:2","1,2,11,23,24","3,6,14,15","9,17,20","1,12,13,16","1,22","1:3,2:3,3:3,4:3,5:3,6:2,7:3,9:3,10:2,11:2,12:3","null","2,8","8",6,"1:1,2:0,3:0,4:0,5:0,6:0,7:0,8:1","1:2,2:0,3:0,4:1,5:0,6:1,7:3","Sub-Saharan Africa"
577,"1","1:3,2:2,3:0,4:0,5:0,6:2,7:2,8:2,9:1,10:2,11:3,12:2,13:0,14:0,15:1,16:2,17:2,18:1,19:0,20:2,21:2,22:1,23:1,24:0,25:1","1,2,4,8,23,24","4,15","1,3","1,2,9,16","2,9,12","1:2,2:3,3:3,4:2,5:1,6:2,7:2,8:2,9:1,10:1,11:1,12:1","1","2,4,8","5",1,"1:2,2:2,3:2,4:2,5:2,6:2,7:3,8:3","1:3,2:2,3:0,4:0,5:0,6:2,7:3","Sub-Saharan Africa"
578,"7","1:2,2:1,3:2,4:1,5:1,6:2,7:1,8:1,9:2,10:1,11:1,12:1,13:1,14:1,16:2,17:3,18:1,19:0,20:0,21:2,22:2,23:0,24:0,25:2","2,4,18,23,24","1,4,15","1,2,5,12,20","1,2,13,16","2,6","1:2,2:3,3:3,4:2,5:3,6:3,7:3,8:2,9:3,10:2,11:2,12:2","3","6,8","5",4,"1:3,2:3,3:1,4:2,5:1,6:2,7:1,8:1","1:3,2:3,5:3","Sub-Saharan Africa"
579,"1,3,5,6","1:3,2:2,3:3,4:3,5:1,6:1,7:3,8:3,9:3,10:2,11:3,12:3,13:1,14:1,15:2,16:3,17:3,18:2,19:2,20:2,21:3,22:2,23:2,24:2,25:3","2,4,5,23,24","1,15","1,2,3,9,10,12,14,18","1,2,11,16","1,2,3,4,7,9,11,14,18","1:3,2:3,3:3,4:3,5:3,6:3,7:2,8:3,9:3,10:3,11:3,12:3","1","2,8","5",1,"1:3,3:2,4:2,5:3,6:3,7:3,8:3","1:3,4:3,5:3","Sub-Saharan Africa"
581,"2,3,4,5,6","1:3,2:3,3:0,4:0,5:0,6:2,7:2,8:2,9:3,10:2,11:2,12:2,13:0,14:0,15:2,16:2,17:2,18:2,19:2,20:2,21:2,22:0,23:2,25:3","2,4,6,7,9,15,17,19,20,23,24","2,4,7,15","1,2,3,7,17,19,20,21","1,3,13,16","1,2,4,7,9,13,14,16,17,19,21","1:2,2:2,3:2,4:2,5:2,6:1,7:1,8:1,9:1,10:2,11:1,12:2","1","2,4,5,8","4",1,"1:2,2:2,3:1,4:1,5:1,6:2,7:1,8:2","1:3,2:2,3:2,4:1,6:1,7:2","South Asia"
582,"1,5","1:1,2:0,3:0,4:0,5:0,6:2,7:0,8:3,9:1,10:1,11:1,12:2,13:0,14:0,15:1,16:2,17:1,18:0,19:0,20:0,21:0,22:0,23:2,24:0,25:2","4,11,16,23,24","5,7,9,15","2,5,8,9,12,16,17,20","2,3,11,12,13,16","1,2,5,6,12,19,20,21","1:3,2:3,3:3,4:1,5:3,6:2,7:3,8:1,9:3,10:2,11:2,12:3","1,4","6,8","4",6,"1:2,2:3,3:1,4:1,5:0,6:2,7:2,8:3","1:3,2:3,3:0,4:2,5:1,6:1,7:3","South Asia"
583,"2,3,5,6","1:3,2:3,3:1,4:1,5:1,6:2,7:1,8:2,9:1,10:1,11:2,12:3,13:2,14:1,15:1,16:3,17:3,18:3,19:2,20:1,21:1,22:1,23:1,24:3,25:1","2,5,6,23,24","1,4,9,15","1,2,5,9,11,12,14,17,20,21","1,2,4,7,16","1,2,3,4,5,6,7,8,9,11,13,14,16,17,18,19,20,21","1:3,2:3,3:3,4:2,5:2,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1,3","6,8","5",1,"1:3,2:3,3:3,4:3,5:3,6:1,7:2,8:2","1:3,2:3,3:1,4:3,5:2,6:2,7:2","Sub-Saharan Africa"
584,"7","1:3,2:3,3:2,4:2,5:2,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:2,15:2,16:3,17:3,18:3,19:2,20:3,21:3,22:3,23:2,24:3,25:3","1,2,3,5,7,8,9,12,19,21,23,24","6,15","1,3,7,12,14,17,20","2,7,13,16","2,5,6,7","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:2,11:2,12:3","null","2,4,8","8",6,"1:3,3:0,4:2,5:2,6:3,7:3,8:3","1:3,2:0,3:3,4:1,5:3,6:1,7:3","Sub-Saharan Africa"
585,"7","1:2,2:0,3:0,4:0,5:0,6:0,7:0,8:0,9:2,10:2,11:2,12:2,13:0,14:0,15:2,16:3,17:3,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:3","1,2,3,5,6,9,10,11,13,16,19,23,24","5,9,15","1,2,5","2,11,13,16","1,2,4,5,7","1:3,2:3,3:2,4:2,5:3,6:3,7:3,9:3,10:2,11:2,12:3","1","8","4",1,"1:3,2:3,3:3,4:3,6:3,8:3","1:2,2:2,7:2","Sub-Saharan Africa"
586,"3","1:3,2:3,3:1,4:1,6:3,8:1,9:3,10:1,11:1,12:3,13:1,15:0,16:3,17:3,18:0,20:3,21:1,22:1,25:3","1,12,13,23,24","1,3,4,15","1,2,3,7,12,15,20","1,2,8,16","2,4,5,12","1:3,2:3,3:2,4:3,5:3,6:3,7:3,8:2,9:3,10:2,11:2,12:3","1","6,8","8",4,"1:3,2:2,3:2,4:2,5:2,6:3,7:2,8:3","1:3,2:3,3:3,5:2,6:3,7:3","Sub-Saharan Africa"
587,"7","1:2,2:3,3:0,5:0,6:3,8:3,9:2,10:0,11:0,14:3,15:3,16:3,17:3,18:3,21:2,23:3,24:1,25:2","1,4,6,16,23,24","1,4,5,15","1,2,3,7,8,9,10,11,12,17,18,20,21","2,16","21","1:3,2:3,3:2,5:3,6:3,7:2,8:3,9:3,10:1,11:0,12:3","null","2,8","8",6,"1:3,2:2,3:3,4:1,5:2,6:3,7:1,8:2","1:3,2:1,3:0,4:0,5:0,7:0","Sub-Saharan Africa"
589,"2","1:2,3:3,4:3,15:3,16:2,25:3","1,2,8,23,24","14,15","3,9,10,20","14,16","1,22","1:1,2:3,3:1,4:1,5:3,6:2,7:2,9:3,10:1,11:1,12:1","null","6,8","7",6,"1:1,2:0,3:1,4:1,5:0,6:1,7:0,8:0","1:0,2:0,3:0,4:0,5:0,6:0,7:0","Sub-Saharan Africa"
590,"7","1:2,2:0,3:1,4:0,5:0,6:0,7:1,8:3,9:3,10:3,11:1,12:0,13:0,14:0,15:3,16:2,17:1,18:2,19:0,20:2,21:0,22:2,23:0,24:0,25:0","4,5,6,23,24","7,9,14,15","9,14,17,19","1,2,9,16","1,7,21","1:1,2:3,3:1,4:0,5:3,6:3,7:1,8:0,9:0,10:0,11:0,12:3","1,4","7,8","8",4,"1:0,2:0,3:1,4:1,5:0,6:0,7:0,8:1","1:3,2:3,3:1,4:0,5:0,6:0,7:1","North America"
592,"1,2,3","1:3,2:2,4:3,6:2,7:3,9:2,10:2,11:3,12:3,13:2,15:2,16:3,17:3,18:1,20:3,21:2,22:2,23:2,24:2,25:3","4,9,15,23,24","1,3,9,15","1,2,3,7,9,10,11,14,17,18,20","1,2,13,16","2,3,4,5,11,12,18,19,20,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1","2,3,4,8","8",6,"1:3,2:3,3:3,4:3,5:2,6:3,7:2,8:3","1:3,2:3,3:3,4:3,5:3,6:2,7:3","Sub-Saharan Africa"
593,"1,3,4,5,6","1:3,2:1,3:1,4:0,5:0,6:3,7:1,8:3,9:3,10:1,11:3,12:2,13:0,14:0,15:0,16:3,17:3,18:0,19:1,20:0,21:2,22:2,23:0,24:0,25:2","11,19,21,23,24","1,4,9,15","1,2,8,9,12,14,16,17,20,21","2,7,12,16","1,2,3,4,5,6,7,8,9,11,16,17,18,19,20,21","1:3,2:3,3:3,4:1,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","4","6,8","8",4,"1:2,2:3,3:2,4:1,5:1,6:1,7:2,8:2","1:3,2:3,3:3,4:1,5:2,6:1,7:1","South Asia"
597,"1,5","1:3,2:1,3:1,4:1,5:1,6:3,7:2,8:3,9:1,10:1,11:3,12:3,13:1,14:1,15:1,16:3,17:3,18:2,19:2,21:2,23:3,24:3,25:3","3,4,19,23,24","1,3,4,15","2,4,9,10,12,14,15,17,19,20","2,7,9,12,13,16","1,2,4","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:2,9:3,10:3,11:3,12:3","1","1,2,8","4",6,"1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3","1:3,2:3,3:2,4:2,5:3,6:3,7:3","Sub-Saharan Africa"
598,"2","1:2,2:1,3:3,4:1,5:1,6:2,7:2,8:1,9:1,10:1,11:1,12:1,13:0,14:0,15:1,16:2,17:2,18:1,19:0,20:1,21:1,22:1,23:1,24:1,25:3","1,2,5,23,24","1,2,4,15","1,2,5,7,8,9,10,12,14,17,18","1,2,4,16","22","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:2,10:3,11:2,12:2","1","2,3,8","8",6,"1:3,2:2,3:2,4:2,5:0,6:3,7:3,8:2","1:3,2:2,3:2,4:3,5:3,6:2,7:2","Sub-Saharan Africa"
599,"1,2","1:2,2:2,3:2,4:3,5:2,6:2,7:2,8:3,9:3,10:3,11:3,12:3,13:3,14:2,15:3,16:2,17:2,18:1,19:1,20:3,21:3,22:1,23:1,24:3,25:2","2,5,10,23,24","1,4,15","1,2,3,5,7,9,12,14,17,19","2,4,9,13,16","2,7,8,16","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","1,4","6,8","8",6,"1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3","1:3,2:3,3:2,4:3,5:3,6:2,7:2","Sub-Saharan Africa"
601,"3,6","1:3,2:3,3:3,4:3,5:1,7:3,8:3,9:2,10:2,11:3,12:2,13:3,14:2,15:3,16:2,17:2,18:2,19:2,20:2,21:2,22:2,23:3,24:3,25:3","2,4,5,23,24","1,2,3,4,5,9,15","1,2,3,10,11,12,13,14,17,19,20","2,5,13,16","1,4,7,8,21","1:3,2:3,3:3,4:3,7:3,10:3,11:3","4","2,4,5,8","7",6,"1:3,2:3,3:3,4:3,5:2,6:3,7:2,8:3","1:3,3:3,4:3,5:3,6:3,7:3","South Asia"
602,"1,2","1:1,2:1,3:0,4:0,5:0,6:1,7:3,8:3,10:0,11:0,12:0,13:0,14:0,15:0,16:1,17:1,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:2","4,5,11,23,24","1,2,4,15","1,2,9,10,11,12,14,18,20","1,2,11,16","22","1:2,2:2,3:2,4:1,5:1,6:1,7:2,8:1,9:1,10:1,11:1,12:2","1,2","6,8","8",6,"1:2,2:3,3:1,4:3,5:3,6:3,7:2,8:2","1:3,2:3,3:1,4:3,5:3,6:2,7:2","South Asia"
603,"1","1:3,2:2,3:3,4:3,5:2,6:0,7:2,8:3,9:3,10:3,11:3,12:2,13:3,14:1,15:2,17:1,18:2,19:1,20:2,21:2,22:2,23:1,24:1,25:3","2,4,5,23,24","1,4,15","1,2,3,5,7,11,20","2,5,13,16","1,4,7,12","1:2,2:3,3:2,4:1,5:2,6:1,7:2,8:1,9:1,10:1,11:2,12:2","3","3,8","5",4,"1:3,2:2,3:1,4:0,5:1,6:2,7:1,8:2","1:3,2:2,3:2,4:2,5:2,6:1,7:2","East and Southeast Asia"
604,"3","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3,13:3,15:3,16:3,17:3,18:3,19:2,20:3,21:3,22:3,23:2,25:3","1,2,4,5,23,24","4,15","1,2,3,7,14,17,20","2,5,7,16","18,19","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3","3","4,8","8",4,"1:3,2:1,3:0,4:3,5:3,6:3,7:3,8:3","1:3,2:3,3:3,4:3,5:3,6:3,7:3","Sub-Saharan Africa"
606,"2","1:3,2:3,3:3,4:3,5:0,6:0,7:0,8:2,9:1,10:0,11:3,12:2,13:0,15:2,16:2,17:2,18:2,20:0,21:0,22:0,23:0,25:2","23,24","15","1,2,3,5,8,9,10,19,20","16","null","null","1","8","7",6,"1:2,2:2,3:2,4:2,5:0,6:2,7:2,8:2","null","Sub-Saharan Africa"
609,"3","1:3,2:0,3:0,4:0,5:0,6:1,7:2,8:0,9:2,10:2,11:2,12:2,13:2,14:0,15:2,16:2,17:2,18:0,19:0,20:1,21:2,22:0,23:0,24:0,25:2","2,3,4,5,6,7,8,9,11,12,13,14,15,18,19,20,23,24","1,4,9,15","1,2,5,9,12,15,17,18,20","1,2,7,8,11,12,13,16","22","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:2,9:2,10:2,11:2,12:3","1","6,8","8",1,"1:3,2:2,3:2,4:3,5:0,6:2,7:3,8:3","1:3,2:2,3:2,4:2,5:2,6:3,7:3","Sub-Saharan Africa"
611,"1,2,3,5,6","1:3,3:0,4:3,5:1,6:0,7:2,8:2,9:2,10:2,11:3,12:3,13:2,15:2,16:3,17:2,18:1,19:0,20:2,21:3,22:2,23:0,24:1,25:2","6,11,15,23,24","1,4,7,15","1,2,8,9,10,11,14,16,17,18,19,20,21","2,4,9,16","1,2,4,6,11,16,17","1:2,2:3,3:3,4:1,5:2,6:3,7:1,8:3,9:2,10:3,11:3,12:3","4","6,8","7",1,"1:3,2:2,3:3,4:1,5:0,6:3,7:2,8:2","1:3,2:2,3:3,4:3,5:2,6:2,7:1","Europe"
612,"2","1:1,2:1,3:1,4:1,5:1,6:1,7:3,8:1,9:1,10:1,11:2,12:3,13:1,15:1,16:3,17:3,18:1,20:1,21:1,22:1,25:2","5,6,7,23,24","1,4,12,15","1,2,12,20","2,9,12,16","null","1:2,2:2,3:2,4:2,5:2,6:3,7:2,9:3,10:2,11:2,12:3","4","3,8","8",4,"1:2,2:2,3:1,4:1,5:1,6:2,7:2,8:2","1:3,2:2,5:3,6:2,7:1","South Asia"
